850nm,640nm,940nm,580nm
1.01862e+06,-1.03014e+06,806622,-1.4346e+06
1.01913e+06,-1.03129e+06,804933,-1.43422e+06
1.019e+06,-1.03248e+06,803041,-1.43414e+06
1.01868e+06,-1.03295e+06,801964,-1.43405e+06
1.01858e+06,-1.03376e+06,801222,-1.43389e+06
1.01884e+06,-1.03373e+06,799797,-1.43473e+06
1.01829e+06,-1.03424e+06,798900,-1.43422e+06
1.01905e+06,-1.03571e+06,797803,-1.43407e+06
1.01886e+06,-1.03535e+06,797336,-1.43455e+06
1.01877e+06,-1.03606e+06,796699,-1.43355e+06
1.01862e+06,-1.03653e+06,796214,-1.43408e+06
1.01911e+06,-1.03659e+06,795662,-1.43354e+06
1.01893e+06,-1.03646e+06,795543,-1.43355e+06
1.01932e+06,-1.03679e+06,795365,-1.43331e+06
1.01869e+06,-1.03658e+06,795508,-1.43383e+06
1.01918e+06,-1.0362e+06,795080,-1.43321e+06
1.01908e+06,-1.03625e+06,794461,-1.43394e+06
1.01969e+06,-1.03671e+06,794350,-1.43297e+06
1.0189e+06,-1.03674e+06,793653,-1.43318e+06
1.0189e+06,-1.03663e+06,794088,-1.43413e+06
1.01895e+06,-1.03455e+06,797991,-1.43354e+06
1.01912e+06,-1.03223e+06,802393,-1.43274e+06
1.01801e+06,-1.02818e+06,809261,-1.43273e+06
1.01768e+06,-1.02318e+06,816060,-1.43321e+06
1.01698e+06,-1.01902e+06,823051,-1.43326e+06
1.01634e+06,-1.01625e+06,827289,-1.43301e+06
1.01611e+06,-1.01677e+06,828449,-1.43364e+06
1.01595e+06,-1.01743e+06,826720,-1.43508e+06
1.01587e+06,-1.01857e+06,823992,-1.43421e+06
1.01584e+06,-1.02051e+06,821292,-1.43428e+06
1.01549e+06,-1.0221e+06,818758,-1.43529e+06
1.01559e+06,-1.02399e+06,816698,-1.43478e+06
1.01565e+06,-1.02547e+06,814132,-1.43503e+06
1.01584e+06,-1.0259e+06,812419,-1.43491e+06
1.01624e+06,-1.02779e+06,809934,-1.43539e+06
1.01554e+06,-1.02932e+06,807286,-1.43616e+06
1.01549e+06,-1.03005e+06,805648,-1.43525e+06
1.01599e+06,-1.03096e+06,804647,-1.43584e+06
1.016e+06,-1.0311e+06,803609,-1.4351e+06
1.01539e+06,-1.03261e+06,802866,-1.43533e+06
1.01544e+06,-1.03322e+06,802303,-1.43493e+06
1.01598e+06,-1.03178e+06,802472,-1.43506e+06
1.01572e+06,-1.03207e+06,803801,-1.43514e+06
1.0154e+06,-1.03184e+06,803367,-1.43625e+06
1.01534e+06,-1.032e+06,802758,-1.43515e+06
1.01574e+06,-1.03176e+06,802762,-1.43499e+06
1.01574e+06,-1.03252e+06,801890,-1.43526e+06
1.01529e+06,-1.03304e+06,800868,-1.43531e+06
1.0157e+06,-1.03471e+06,799693,-1.435e+06
1.01586e+06,-1.03393e+06,799185,-1.43541e+06
1.01585e+06,-1.03502e+06,798266,-1.43506e+06
1.01612e+06,-1.03538e+06,796417,-1.43486e+06
1.01567e+06,-1.03586e+06,795626,-1.43596e+06
1.01594e+06,-1.03634e+06,794644,-1.43445e+06
1.01688e+06,-1.03659e+06,793983,-1.4343e+06
1.01698e+06,-1.03706e+06,793406,-1.43445e+06
1.01633e+06,-1.03748e+06,792710,-1.43468e+06
1.01619e+06,-1.03744e+06,792957,-1.43558e+06
1.01723e+06,-1.0372e+06,793065,-1.43391e+06
1.01697e+06,-1.03722e+06,792840,-1.43487e+06
1.01654e+06,-1.03741e+06,792411,-1.43538e+06
1.01679e+06,-1.03758e+06,791669,-1.43532e+06
1.01757e+06,-1.03781e+06,792277,-1.43371e+06
1.01736e+06,-1.03738e+06,791499,-1.43452e+06
1.01728e+06,-1.0379e+06,790867,-1.43514e+06
1.01725e+06,-1.03771e+06,790983,-1.43429e+06
1.01763e+06,-1.03778e+06,791343,-1.43311e+06
1.01814e+06,-1.03668e+06,792689,-1.43293e+06
1.01751e+06,-1.03437e+06,797784,-1.43386e+06
1.01727e+06,-1.03168e+06,803265,-1.43325e+06
1.01682e+06,-1.02637e+06,811436,-1.4342e+06
1.01629e+06,-1.0215e+06,818263,-1.43316e+06
1.01587e+06,-1.0183e+06,823770,-1.4335e+06
1.01481e+06,-1.01769e+06,826297,-1.43449e+06
1.01551e+06,-1.01744e+06,825534,-1.4344e+06
1.01557e+06,-1.01819e+06,823962,-1.43383e+06
1.01543e+06,-1.02063e+06,821083,-1.43426e+06
1.01516e+06,-1.02245e+06,818502,-1.43464e+06
1.01556e+06,-1.02455e+06,815608,-1.43482e+06
1.01568e+06,-1.02542e+06,814393,-1.43484e+06
1.01562e+06,-1.02615e+06,812677,-1.43473e+06
1.0156e+06,-1.02822e+06,809930,-1.43525e+06
1.01634e+06,-1.02896e+06,807786,-1.43494e+06
1.01667e+06,-1.03028e+06,806923,-1.43433e+06
1.01653e+06,-1.02985e+06,805801,-1.43439e+06
1.01671e+06,-1.0309e+06,804910,-1.43478e+06
1.01631e+06,-1.03034e+06,804739,-1.43487e+06
1.01646e+06,-1.03063e+06,805524,-1.43514e+06
1.01655e+06,-1.02934e+06,806723,-1.43518e+06
1.01661e+06,-1.02886e+06,806851,-1.43459e+06
1.01634e+06,-1.0296e+06,806612,-1.43476e+06
1.01659e+06,-1.02944e+06,806878,-1.4343e+06
1.01746e+06,-1.02942e+06,806942,-1.43402e+06
1.01692e+06,-1.02916e+06,806671,-1.43508e+06
1.01678e+06,-1.02981e+06,805652,-1.43545e+06
1.01759e+06,-1.0304e+06,805027,-1.43441e+06
1.01801e+06,-1.03139e+06,804212,-1.43384e+06
1.01751e+06,-1.03173e+06,803204,-1.43401e+06
1.01784e+06,-1.03309e+06,802076,-1.43413e+06
1.01782e+06,-1.03294e+06,801255,-1.4339e+06
1.01799e+06,-1.03311e+06,801261,-1.43381e+06
1.01835e+06,-1.03314e+06,800002,-1.43423e+06
1.0187e+06,-1.0339e+06,799151,-1.43378e+06
1.0185e+06,-1.03391e+06,798417,-1.43356e+06
1.01908e+06,-1.03456e+06,798929,-1.43287e+06
1.01891e+06,-1.03362e+06,798914,-1.43304e+06
1.01937e+06,-1.03388e+06,798965,-1.43329e+06
1.01936e+06,-1.03367e+06,799073,-1.43322e+06
1.01956e+06,-1.03372e+06,799177,-1.43281e+06
1.01981e+06,-1.03351e+06,798880,-1.43243e+06
1.01955e+06,-1.03374e+06,798371,-1.4334e+06
1.02001e+06,-1.03492e+06,798460,-1.4326e+06
1.02038e+06,-1.03386e+06,798800,-1.43214e+06
1.02017e+06,-1.0337e+06,798919,-1.43221e+06
1.01999e+06,-1.0334e+06,800358,-1.43205e+06
1.01976e+06,-1.03159e+06,804266,-1.43339e+06
1.02e+06,-1.02686e+06,811534,-1.4323e+06
1.01917e+06,-1.02004e+06,819825,-1.4326e+06
1.01844e+06,-1.0161e+06,826976,-1.43206e+06
1.01771e+06,-1.01358e+06,830796,-1.43229e+06
1.0179e+06,-1.0133e+06,832811,-1.43245e+06
1.01798e+06,-1.01329e+06,832114,-1.43285e+06
1.01781e+06,-1.01501e+06,830629,-1.43284e+06
1.01785e+06,-1.01689e+06,828038,-1.4331e+06
1.01797e+06,-1.01774e+06,825258,-1.43428e+06
1.0184e+06,-1.02032e+06,822784,-1.43339e+06
1.0184e+06,-1.02132e+06,820494,-1.43315e+06
1.01863e+06,-1.02245e+06,818556,-1.4333e+06
1.01846e+06,-1.02354e+06,816795,-1.43373e+06
1.01866e+06,-1.02508e+06,814917,-1.43427e+06
1.0188e+06,-1.02534e+06,812976,-1.43415e+06
1.01878e+06,-1.02581e+06,811839,-1.43422e+06
1.01878e+06,-1.02627e+06,811637,-1.43438e+06
1.01917e+06,-1.02718e+06,811127,-1.43327e+06
1.01922e+06,-1.0261e+06,811180,-1.43389e+06
1.01948e+06,-1.02644e+06,812027,-1.43277e+06
1.01887e+06,-1.02533e+06,812601,-1.43332e+06
1.0192e+06,-1.02517e+06,813127,-1.43305e+06
1.01916e+06,-1.02551e+06,813578,-1.43302e+06
1.01908e+06,-1.02502e+06,812592,-1.43297e+06
1.01884e+06,-1.02614e+06,812488,-1.43403e+06
1.01961e+06,-1.02675e+06,811523,-1.4331e+06
1.02008e+06,-1.0267e+06,810229,-1.43248e+06
1.02002e+06,-1.02772e+06,809189,-1.43278e+06
1.01973e+06,-1.02792e+06,808324,-1.43257e+06
1.01996e+06,-1.02947e+06,807636,-1.43275e+06
1.02081e+06,-1.02878e+06,806586,-1.43236e+06
1.02034e+06,-1.02987e+06,805944,-1.43279e+06
1.02013e+06,-1.03052e+06,804814,-1.43244e+06
1.02022e+06,-1.03016e+06,804336,-1.43226e+06
1.02082e+06,-1.03019e+06,804533,-1.43293e+06
1.02106e+06,-1.03051e+06,803964,-1.43286e+06
1.02066e+06,-1.03118e+06,803357,-1.43294e+06
1.02073e+06,-1.03118e+06,802956,-1.43293e+06
1.02131e+06,-1.03076e+06,803670,-1.43255e+06
1.02178e+06,-1.03171e+06,803460,-1.43128e+06
1.02142e+06,-1.03143e+06,802819,-1.43246e+06
1.02124e+06,-1.03165e+06,802335,-1.43183e+06
1.02132e+06,-1.03146e+06,803336,-1.43162e+06
1.02181e+06,-1.03144e+06,803248,-1.43132e+06
1.02198e+06,-1.03038e+06,803227,-1.43114e+06
1.02189e+06,-1.02955e+06,805790,-1.43093e+06
1.02116e+06,-1.026e+06,811142,-1.43094e+06
1.021e+06,-1.02114e+06,819161,-1.43088e+06
1.02033e+06,-1.01557e+06,826722,-1.43103e+06
1.01936e+06,-1.0124e+06,831548,-1.43236e+06
1.01948e+06,-1.0104e+06,834622,-1.43158e+06
1.01948e+06,-1.01033e+06,834957,-1.43118e+06
1.01887e+06,-1.0113e+06,833274,-1.43187e+06
1.0188e+06,-1.01323e+06,831355,-1.43224e+06
1.01887e+06,-1.01486e+06,828917,-1.43244e+06
1.0187e+06,-1.01621e+06,827419,-1.43203e+06
1.0195e+06,-1.01757e+06,824898,-1.43255e+06
1.01912e+06,-1.01915e+06,822207,-1.43249e+06
1.01874e+06,-1.02039e+06,819811,-1.43284e+06
1.01926e+06,-1.02257e+06,818715,-1.43249e+06
1.01949e+06,-1.02258e+06,816156,-1.4332e+06
1.01949e+06,-1.02357e+06,814930,-1.43262e+06
1.01912e+06,-1.02533e+06,813853,-1.43284e+06
1.01978e+06,-1.02562e+06,812735,-1.43273e+06
1.01982e+06,-1.0252e+06,813251,-1.43243e+06
1.01985e+06,-1.02448e+06,812959,-1.43232e+06
1.01932e+06,-1.02447e+06,813198,-1.43352e+06
1.01927e+06,-1.02409e+06,814002,-1.43348e+06
1.01961e+06,-1.02386e+06,814393,-1.43233e+06
1.02002e+06,-1.02392e+06,814010,-1.43199e+06
1.01953e+06,-1.02434e+06,812784,-1.43241e+06
1.01985e+06,-1.02504e+06,811892,-1.43225e+06
1.01982e+06,-1.02557e+06,811148,-1.4328e+06
1.02022e+06,-1.0264e+06,809953,-1.43191e+06
1.02021e+06,-1.02716e+06,808586,-1.43251e+06
1.02011e+06,-1.02858e+06,807763,-1.4322e+06
1.02039e+06,-1.0281e+06,806791,-1.43213e+06
1.02033e+06,-1.0292e+06,805650,-1.43262e+06
1.02007e+06,-1.02956e+06,804754,-1.4328e+06
1.02064e+06,-1.03045e+06,803363,-1.43268e+06
1.02098e+06,-1.03093e+06,803545,-1.43154e+06
1.02063e+06,-1.03086e+06,803022,-1.43143e+06
1.02084e+06,-1.03195e+06,802244,-1.43211e+06
1.02046e+06,-1.03156e+06,801585,-1.4325e+06
1.02121e+06,-1.03217e+06,801608,-1.43141e+06
1.02149e+06,-1.03125e+06,801583,-1.43083e+06
1.02128e+06,-1.03125e+06,801335,-1.43103e+06
1.02103e+06,-1.03217e+06,800548,-1.43223e+06
1.02118e+06,-1.032e+06,800149,-1.43188e+06
1.02147e+06,-1.03174e+06,800409,-1.43168e+06
1.02136e+06,-1.03194e+06,800151,-1.43076e+06
1.02105e+06,-1.03237e+06,799348,-1.43086e+06
1.02128e+06,-1.03216e+06,801570,-1.43076e+06
1.02138e+06,-1.02865e+06,806200,-1.43016e+06
1.02065e+06,-1.02469e+06,813849,-1.43092e+06
1.02011e+06,-1.02068e+06,819904,-1.43111e+06
1.01879e+06,-1.01596e+06,826965,-1.43182e+06
1.01847e+06,-1.01228e+06,831926,-1.43114e+06
1.01854e+06,-1.0111e+06,833831,-1.43193e+06
1.01841e+06,-1.01226e+06,832551,-1.43164e+06
1.01766e+06,-1.01449e+06,830113,-1.43332e+06
1.018e+06,-1.01575e+06,827967,-1.43184e+06
1.01847e+06,-1.01667e+06,825101,-1.43202e+06
1.01838e+06,-1.01883e+06,822535,-1.43249e+06
1.0181e+06,-1.02036e+06,819730,-1.4334e+06
1.01829e+06,-1.02186e+06,817794,-1.43248e+06
1.01889e+06,-1.02329e+06,816374,-1.43197e+06
1.01927e+06,-1.02372e+06,814437,-1.43223e+06
1.01843e+06,-1.02545e+06,812552,-1.43264e+06
1.019e+06,-1.02537e+06,811087,-1.43251e+06
1.01893e+06,-1.0259e+06,810368,-1.43314e+06
1.01895e+06,-1.02692e+06,809359,-1.43221e+06
1.01871e+06,-1.02667e+06,808939,-1.43338e+06
1.01839e+06,-1.02624e+06,809849,-1.43343e+06
1.01867e+06,-1.02596e+06,810583,-1.43194e+06
1.01895e+06,-1.02629e+06,810482,-1.43222e+06
1.01855e+06,-1.02684e+06,809773,-1.4326e+06
1.01877e+06,-1.02692e+06,809414,-1.43251e+06
1.01887e+06,-1.02695e+06,809388,-1.43189e+06
1.01875e+06,-1.02734e+06,808930,-1.43226e+06
1.01898e+06,-1.02756e+06,807604,-1.43354e+06
1.0183e+06,-1.02826e+06,806155,-1.4333e+06
1.01859e+06,-1.02965e+06,805795,-1.432e+06
1.0194e+06,-1.03026e+06,804971,-1.43188e+06
1.01899e+06,-1.03055e+06,803101,-1.43224e+06
1.01906e+06,-1.03217e+06,801930,-1.43217e+06
1.01933e+06,-1.03177e+06,801530,-1.43165e+06
1.01926e+06,-1.03225e+06,801968,-1.43232e+06
1.01899e+06,-1.03286e+06,801105,-1.43175e+06
1.01922e+06,-1.03243e+06,799611,-1.43258e+06
1.0192e+06,-1.03279e+06,798756,-1.43266e+06
1.01937e+06,-1.03299e+06,799023,-1.43206e+06
1.01972e+06,-1.03287e+06,798515,-1.43124e+06
1.01987e+06,-1.03385e+06,798102,-1.4313e+06
1.01991e+06,-1.03412e+06,797833,-1.43132e+06
1.01974e+06,-1.03338e+06,797643,-1.43068e+06
1.02045e+06,-1.03344e+06,797477,-1.4307e+06
1.01989e+06,-1.03366e+06,796686,-1.431e+06
1.01996e+06,-1.03388e+06,796060,-1.43195e+06
1.02035e+06,-1.03388e+06,796375,-1.43058e+06
1.02039e+06,-1.03277e+06,798422,-1.43017e+06
1.02036e+06,-1.03042e+06,803084,-1.43071e+06
1.0198e+06,-1.02833e+06,808593,-1.43055e+06
1.0192e+06,-1.02235e+06,817152,-1.43055e+06
1.01834e+06,-1.01768e+06,824291,-1.43058e+06
1.018e+06,-1.01535e+06,828443,-1.43056e+06
1.01756e+06,-1.01447e+06,830056,-1.43156e+06
1.01709e+06,-1.01378e+06,830032,-1.4315e+06
1.0175e+06,-1.01491e+06,828953,-1.43139e+06
1.0171e+06,-1.01653e+06,826331,-1.43175e+06
1.0169e+06,-1.01925e+06,823589,-1.43323e+06
1.01761e+06,-1.02046e+06,820526,-1.43205e+06
1.01768e+06,-1.02138e+06,818361,-1.43214e+06
1.01751e+06,-1.02222e+06,817329,-1.43304e+06
1.01752e+06,-1.02347e+06,815384,-1.43269e+06
1.01787e+06,-1.02437e+06,813878,-1.43337e+06
1.01779e+06,-1.02518e+06,811955,-1.43234e+06
1.01818e+06,-1.02599e+06,810545,-1.4323e+06
1.01824e+06,-1.02612e+06,809549,-1.43208e+06
1.01806e+06,-1.02646e+06,809459,-1.43339e+06
1.01839e+06,-1.02626e+06,809663,-1.4322e+06
1.01839e+06,-1.02563e+06,810406,-1.43281e+06
1.01803e+06,-1.02559e+06,811174,-1.43306e+06
1.01852e+06,-1.02552e+06,811087,-1.43312e+06
1.01835e+06,-1.02511e+06,811532,-1.43199e+06
1.01835e+06,-1.02567e+06,811409,-1.43294e+06
1.01834e+06,-1.0254e+06,810886,-1.43199e+06
1.01872e+06,-1.02602e+06,810696,-1.43232e+06
1.0186e+06,-1.02593e+06,810067,-1.43287e+06
1.01891e+06,-1.0262e+06,809625,-1.43257e+06
1.01918e+06,-1.02808e+06,808493,-1.43165e+06
1.01887e+06,-1.02844e+06,807759,-1.4322e+06
1.01893e+06,-1.02806e+06,807217,-1.43259e+06
1.01997e+06,-1.02828e+06,806633,-1.43135e+06
1.01968e+06,-1.02919e+06,805579,-1.43187e+06
1.01922e+06,-1.03026e+06,805264,-1.4317e+06
1.01997e+06,-1.02986e+06,804766,-1.43226e+06
1.01989e+06,-1.03026e+06,805327,-1.43211e+06
1.02039e+06,-1.0293e+06,805100,-1.43195e+06
1.02024e+06,-1.02994e+06,804379,-1.43109e+06
1.02016e+06,-1.03017e+06,804021,-1.43104e+06
1.0208e+06,-1.02986e+06,803989,-1.43054e+06
1.02133e+06,-1.02958e+06,804370,-1.43077e+06
1.02109e+06,-1.02986e+06,803924,-1.43071e+06
1.02109e+06,-1.03009e+06,803788,-1.4307e+06
1.02084e+06,-1.02973e+06,803672,-1.43123e+06
1.02125e+06,-1.0289e+06,805104,-1.43134e+06
1.02128e+06,-1.02707e+06,807602,-1.43036e+06
1.02113e+06,-1.02442e+06,813354,-1.43023e+06
1.01999e+06,-1.01906e+06,820624,-1.43099e+06
1.02021e+06,-1.01453e+06,828301,-1.42981e+06
1.01901e+06,-1.01082e+06,833997,-1.43065e+06
1.01831e+06,-1.00952e+06,836230,-1.43193e+06
1.01825e+06,-1.00944e+06,836580,-1.43197e+06
1.01891e+06,-1.0095e+06,836178,-1.43072e+06
1.01847e+06,-1.01174e+06,833997,-1.43226e+06
1.01841e+06,-1.01367e+06,830290,-1.43285e+06
1.01889e+06,-1.0157e+06,827984,-1.43168e+06
1.01922e+06,-1.01638e+06,826014,-1.43234e+06
1.01909e+06,-1.01846e+06,824149,-1.43196e+06
1.01923e+06,-1.01915e+06,821795,-1.43223e+06
1.01966e+06,-1.02063e+06,819901,-1.43188e+06
1.01943e+06,-1.02142e+06,818638,-1.43253e+06
1.02027e+06,-1.02184e+06,817293,-1.43159e+06
1.01979e+06,-1.02222e+06,816391,-1.43298e+06
1.01952e+06,-1.02325e+06,816120,-1.43194e+06
1.01986e+06,-1.02225e+06,816378,-1.43258e+06
1.02062e+06,-1.02184e+06,816907,-1.43141e+06
1.02038e+06,-1.02134e+06,817896,-1.43241e+06
1.01969e+06,-1.02126e+06,818272,-1.43278e+06
1.01981e+06,-1.02165e+06,818513,-1.43174e+06
1.02012e+06,-1.02064e+06,818289,-1.43231e+06
1.02002e+06,-1.02135e+06,818158,-1.43142e+06
1.02038e+06,-1.02188e+06,817005,-1.43162e+06
1.02019e+06,-1.02233e+06,816266,-1.43157e+06
1.02043e+06,-1.02249e+06,815280,-1.43216e+06
1.02086e+06,-1.02324e+06,814226,-1.4312e+06
1.02054e+06,-1.02402e+06,813279,-1.43191e+06
1.02115e+06,-1.02441e+06,812175,-1.4313e+06
1.02094e+06,-1.02472e+06,811216,-1.43099e+06
1.02154e+06,-1.02522e+06,811272,-1.43089e+06
1.02109e+06,-1.02535e+06,810421,-1.43205e+06
1.02097e+06,-1.02647e+06,809815,-1.43147e+06
1.02163e+06,-1.02605e+06,809174,-1.43087e+06
1.02137e+06,-1.02593e+06,809005,-1.43166e+06
1.02154e+06,-1.02608e+06,808243,-1.43176e+06
1.02198e+06,-1.02651e+06,808049,-1.43092e+06
1.0217e+06,-1.02704e+06,807657,-1.43171e+06
1.02209e+06,-1.02665e+06,807534,-1.43073e+06
1.02202e+06,-1.02783e+06,806916,-1.43063e+06
1.02182e+06,-1.02746e+06,806795,-1.43088e+06
1.02201e+06,-1.02751e+06,806161,-1.43143e+06
1.02265e+06,-1.02657e+06,807786,-1.43008e+06
1.02219e+06,-1.02488e+06,811398,-1.43033e+06
1.02123e+06,-1.02052e+06,817796,-1.43067e+06
1.02082e+06,-1.01625e+06,824418,-1.43027e+06
1.02025e+06,-1.01117e+06,832252,-1.43001e+06
1.01982e+06,-1.00924e+06,836779,-1.43058e+06
1.01938e+06,-1.00808e+06,838190,-1.43086e+06
1.01858e+06,-1.00909e+06,837526,-1.43109e+06
1.01865e+06,-1.00945e+06,835936,-1.43239e+06
1.01894e+06,-1.01091e+06,833759,-1.43249e+06
1.01848e+06,-1.01302e+06,831124,-1.43279e+06
1.01846e+06,-1.01454e+06,828125,-1.43323e+06
1.01915e+06,-1.01698e+06,825235,-1.43224e+06
1.01937e+06,-1.0185e+06,822843,-1.43204e+06
1.0188e+06,-1.01911e+06,820590,-1.43219e+06
1.01894e+06,-1.02072e+06,818530,-1.43267e+06
1.01964e+06,-1.02177e+06,817525,-1.43219e+06
1.01933e+06,-1.02213e+06,815441,-1.43209e+06
1.019e+06,-1.02299e+06,814044,-1.43345e+06
1.01926e+06,-1.02396e+06,813554,-1.43247e+06
1.01891e+06,-1.02271e+06,814412,-1.43311e+06
1.01957e+06,-1.02286e+06,814275,-1.43193e+06
1.01926e+06,-1.0228e+06,814122,-1.43224e+06
1.01851e+06,-1.0227e+06,813997,-1.43355e+06
1.01839e+06,-1.02323e+06,814410,-1.4337e+06
1.01887e+06,-1.02248e+06,813951,-1.43316e+06
1.01878e+06,-1.02289e+06,812560,-1.43242e+06
1.01842e+06,-1.02472e+06,811750,-1.43294e+06
1.01885e+06,-1.02493e+06,810120,-1.43253e+06
1.01898e+06,-1.0252e+06,809576,-1.43245e+06
1.01905e+06,-1.02557e+06,808084,-1.43318e+06
1.01906e+06,-1.0275e+06,806554,-1.43245e+06
1.01897e+06,-1.02843e+06,805130,-1.43251e+06
1.01942e+06,-1.02869e+06,804590,-1.43236e+06
1.01961e+06,-1.02953e+06,803907,-1.43232e+06
1.01911e+06,-1.02962e+06,802910,-1.43308e+06
1.01897e+06,-1.03022e+06,801598,-1.43257e+06
1.01947e+06,-1.03036e+06,801069,-1.43211e+06
1.01994e+06,-1.03052e+06,800732,-1.43179e+06
1.01908e+06,-1.03139e+06,800104,-1.43205e+06
1.0195e+06,-1.0312e+06,799909,-1.43194e+06
1.01925e+06,-1.03088e+06,799955,-1.43185e+06
1.01947e+06,-1.03144e+06,799446,-1.43176e+06
1.0196e+06,-1.03121e+06,798055,-1.43183e+06
1.01923e+06,-1.03209e+06,798072,-1.43197e+06
1.01905e+06,-1.03116e+06,798347,-1.43246e+06
1.01973e+06,-1.03115e+06,798134,-1.4323e+06
1.01941e+06,-1.03063e+06,799539,-1.43248e+06
1.01903e+06,-1.02832e+06,803399,-1.43156e+06
1.01856e+06,-1.02412e+06,809538,-1.43243e+06
1.01804e+06,-1.0193e+06,818965,-1.43183e+06
1.01736e+06,-1.01417e+06,824477,-1.43287e+06
1.01643e+06,-1.01241e+06,828725,-1.43227e+06
1.01596e+06,-1.01209e+06,829827,-1.4334e+06
1.01618e+06,-1.01248e+06,829190,-1.4336e+06
1.01642e+06,-1.01378e+06,827025,-1.43293e+06
1.01569e+06,-1.0163e+06,823825,-1.43345e+06
1.01586e+06,-1.01839e+06,820951,-1.43368e+06
1.01605e+06,-1.01996e+06,818860,-1.43376e+06
1.01596e+06,-1.02078e+06,816577,-1.43363e+06
1.01668e+06,-1.02218e+06,814401,-1.43473e+06
1.01571e+06,-1.0237e+06,811398,-1.43502e+06
1.01595e+06,-1.02486e+06,809909,-1.43364e+06
1.01653e+06,-1.02537e+06,807793,-1.43387e+06
1.01701e+06,-1.02618e+06,806749,-1.434e+06
1.01635e+06,-1.02697e+06,805635,-1.43421e+06
1.01648e+06,-1.02756e+06,805340,-1.4339e+06
1.01652e+06,-1.02621e+06,806207,-1.43373e+06
1.01647e+06,-1.026e+06,806789,-1.43376e+06
1.01617e+06,-1.02674e+06,807026,-1.43424e+06
1.01592e+06,-1.02644e+06,807013,-1.43431e+06
1.01594e+06,-1.02558e+06,807860,-1.43369e+06
1.01639e+06,-1.02553e+06,807471,-1.43458e+06
1.01664e+06,-1.02636e+06,806533,-1.43495e+06
1.01599e+06,-1.02671e+06,805720,-1.43431e+06
1.01617e+06,-1.0281e+06,805441,-1.43356e+06
1.01653e+06,-1.02803e+06,805155,-1.4339e+06
1.0166e+06,-1.02837e+06,803598,-1.43394e+06
1.01699e+06,-1.0296e+06,802455,-1.43387e+06
1.01711e+06,-1.03004e+06,801545,-1.43361e+06
1.01728e+06,-1.03032e+06,801785,-1.43365e+06
1.01754e+06,-1.03079e+06,800964,-1.43344e+06
1.0172e+06,-1.03157e+06,800015,-1.43365e+06
1.01709e+06,-1.0312e+06,800192,-1.43371e+06
1.01796e+06,-1.03078e+06,800978,-1.43318e+06
1.01761e+06,-1.03042e+06,799869,-1.43418e+06
1.01768e+06,-1.03098e+06,799268,-1.43335e+06
1.01809e+06,-1.031e+06,800009,-1.43308e+06
1.01789e+06,-1.03022e+06,800350,-1.43252e+06
1.01847e+06,-1.03024e+06,800676,-1.4325e+06
1.01791e+06,-1.03107e+06,800273,-1.43327e+06
1.01808e+06,-1.03046e+06,799302,-1.43304e+06
1.01871e+06,-1.03081e+06,799702,-1.43326e+06
1.01855e+06,-1.02961e+06,800879,-1.43223e+06
1.01808e+06,-1.02755e+06,805001,-1.43333e+06
1.01786e+06,-1.0241e+06,810594,-1.43346e+06
1.01729e+06,-1.01879e+06,817862,-1.43344e+06
1.01683e+06,-1.01463e+06,824376,-1.43293e+06
1.01582e+06,-1.01061e+06,831165,-1.43368e+06
1.01513e+06,-1.00918e+06,834675,-1.43337e+06
1.01503e+06,-1.0083e+06,835590,-1.43465e+06
1.01514e+06,-1.00978e+06,834049,-1.43451e+06
1.01515e+06,-1.01132e+06,830510,-1.43412e+06
1.01482e+06,-1.01468e+06,827447,-1.43462e+06
1.01564e+06,-1.01582e+06,824079,-1.43428e+06
1.01605e+06,-1.01728e+06,821701,-1.43437e+06
1.01535e+06,-1.01914e+06,820202,-1.4348e+06
1.01539e+06,-1.01966e+06,818118,-1.43572e+06
1.01574e+06,-1.02207e+06,815925,-1.43482e+06
1.01579e+06,-1.02241e+06,813661,-1.43456e+06
1.01548e+06,-1.02306e+06,812213,-1.43558e+06
1.01565e+06,-1.02389e+06,811682,-1.43492e+06
1.01517e+06,-1.02436e+06,811093,-1.43519e+06
1.01536e+06,-1.02406e+06,810465,-1.43482e+06
1.01618e+06,-1.02401e+06,810167,-1.43572e+06
1.01519e+06,-1.02422e+06,810054,-1.43488e+06
1.01471e+06,-1.02402e+06,810186,-1.4358e+06
1.01501e+06,-1.02374e+06,810596,-1.43581e+06
1.01497e+06,-1.02378e+06,809987,-1.43561e+06
1.01472e+06,-1.02564e+06,809030,-1.43507e+06
1.01402e+06,-1.02577e+06,807864,-1.43555e+06
1.01469e+06,-1.02595e+06,806721,-1.43534e+06
1.01475e+06,-1.02718e+06,804993,-1.43579e+06
1.01506e+06,-1.02791e+06,803086,-1.4357e+06
1.01453e+06,-1.02993e+06,801785,-1.4351e+06
1.01437e+06,-1.02974e+06,801177,-1.43521e+06
1.01473e+06,-1.0299e+06,800100,-1.43484e+06
1.01473e+06,-1.0302e+06,798999,-1.43516e+06
1.0145e+06,-1.03183e+06,798091,-1.43535e+06
1.01442e+06,-1.03147e+06,797185,-1.435e+06
1.01465e+06,-1.03133e+06,797385,-1.43563e+06
1.01492e+06,-1.03164e+06,796201,-1.43559e+06
1.01439e+06,-1.03245e+06,795052,-1.43509e+06
1.01448e+06,-1.03357e+06,794868,-1.43498e+06
