Time(s),out1,out2,out3
128.4430787,163.2809,45,-131.2951
128.446985,163.6024,45,-130.75674
128.4508913,163.56483,45,-130.56371
128.4547976,163.38167,45,-130.70636
128.4587039,163.50432,45,-130.13196
128.4626102,162.89442,45,-128.46211
128.4665165,163.56897,45,-131.21193
128.4704228,163.45888,45,-131.29036
128.4743291,163.34673,45,-130.3069
128.4782354,163.43898,45,-130.2562
128.4821417,163.51991,45,-129.60663
128.486048,163.46822,45,-128.68246
128.4899543,163.54373,45,-129.02592
128.4938606,163.79469,45,-130.42589
128.4977669,163.26242,45,-128.2583
128.5016732,163.34581,45,-129.41679
128.5055795,163.36809,45,-129.53156
128.5094858,163.7518,45,-130.08195
128.5133921,163.35727,45,-131.2314
128.5172984,163.38177,45,-128.54454
128.5212047,163.50923,45,-129.2123
128.525111,163.72437,45,-130.22543
128.5290173,163.26984,45,-130.82935
128.5329236,163.50571,45,-127.09818
128.5368299,163.41071,45,-130.96478
128.5407362,163.51323,45,-129.86757
128.5446425,163.3382,45,-131.91595
128.5485488,163.93967,45,-132.08107
128.5524551,163.3549,45,-129.76732
128.5563614,163.36493,45,-129.40036
128.5602677,163.46638,45,-130.27376
128.564174,163.70613,45,-130.39482
128.5680803,163.45503,45,-130.677
128.5719866,163.37033,45,-128.88678
128.5758929,163.7459,45,-130.44229
128.5797992,163.47209,45,-130.51389
128.5837055,163.81836,45,-130.46854
128.5876118,163.35785,45,-131.71497
128.5915181,163.57199,45,-131.26254
128.5954244,163.53867,45,-131.26289
128.5993307,163.67212,45,-129.51968
128.603237,163.60262,45,-131.00305
128.6071433,163.44377,45,-130.24554
128.6110496,163.70058,45,-129.94023
128.6149559,163.7627,45,-133.63148
128.6188622,163.52254,45,-130.87491
128.6227685,163.7887,45,-130.6593
128.6266748,163.76781,45,-132.42035
128.6305811,163.6834,45,-132.32802
128.6344874,163.64279,45,-133.15359
128.6383937,163.50307,45,-129.59138
128.6423,163.73654,45,-131.8476
128.6462063,163.48303,45,-130.8896
128.6501126,164.06229,45,-129.78777
128.6540189,163.50694,45,-131.3241
128.6579252,163.28844,45,-131.367
128.6618315,163.54179,45,-131.85101
128.6657378,163.38754,45,-131.29811
128.6696441,163.77371,45,-131.43507
128.6735504,163.35732,45,-131.58699
128.6774567,163.62074,45,-131.32494
128.681363,163.71764,45,-130.7934
128.6852693,163.78938,45,-131.32787
128.6891756,163.79141,45,-130.82262
128.6930819,163.56686,45,-129.66
128.6969882,163.88182,45,-131.27853
128.7008945,163.93181,45,-131.35936
128.7048008,163.54453,45,-133.47646
128.7087071,163.67082,45,-132.24208
128.7126134,163.56044,45,-131.0574
128.7165197,163.37231,45,-130.6783
128.720426,164.08472,45,-130.12274
128.7243323,163.67349,45,-133.22083
128.7282386,163.64723,45,-131.0864
128.7321449,163.57471,45,-131.65907
128.7360513,163.55199,45,-132.99847
128.7399576,163.67105,45,-131.06528
128.7438639,163.69234,45,-131.94052
128.7477702,163.76758,45,-130.63716
128.7516765,163.52304,45,-131.60168
128.7555828,163.45917,45,-132.47803
128.7594891,163.82797,45,-131.39217
128.7633954,163.35028,45,-130.40187
128.7673017,163.50722,45,-130.18762
128.771208,163.64009,45,-133.41054
128.7751143,163.3967,45,-130.0031
128.7790206,163.86613,45,-131.07234
128.7829269,163.5266,45,-132.05722
128.7868332,163.60078,45,-131.73831
128.7907395,163.38525,45,-130.06642
128.7946458,163.65813,45,-130.54262
128.7985521,163.28378,45,-128.9151
128.8024584,163.46417,45,-128.35016
128.8063647,163.67735,45,-131.28676
128.810271,163.53131,45,-131.17375
128.8141773,163.57025,45,-131.04871
128.8180836,163.52638,45,-130.73517
128.8219899,163.18547,45,-130.41368
128.8258962,163.392,45,-130.5903
128.8298025,163.78113,45,-131.1398
128.8337088,163.33467,45,-132.88181
128.8376151,163.36281,45,-127.93568
128.8415214,163.23097,45,-127.87019
128.8454277,163.43839,45,-130.91037
128.849334,163.65681,45,-130.61252
128.8532403,163.57024,45,-128.57811
128.8571466,163.24207,45,-131.8157
128.8610529,163.46465,45,-129.25079
128.8649592,163.5349,45,-130.91452
128.8688655,163.39761,45,-129.71942
128.8727718,163.42766,45,-129.8777
128.8766781,163.15996,45,-130.11049
128.8805844,163.43945,45,-128.76399
128.8844907,163.12354,45,-128.09966
128.888397,163.55569,45,-130.81444
128.8923033,163.40437,45,-131.22993
128.8962096,163.47798,45,-131.00943
128.9001159,163.423,45,-129.83344
128.9040222,163.42369,45,-129.16493
128.9079285,163.34138,45,-130.39529
128.9118348,163.31245,45,-130.02892
128.9157411,163.49576,45,-128.98697
128.9196474,163.44475,45,-127.79256
128.9235537,163.55885,45,-127.65687
128.92746,163.62947,45,-130.61595
128.9313663,162.9825,45,-132.24339
128.9352726,163.73041,45,-128.19316
128.9391789,163.21259,45,-131.05167
128.9430852,163.50543,45,-128.55748
128.9469915,163.34163,45,-127.65808
128.9508978,163.40295,45,-129.96045
128.9548041,163.37257,45,-130.49977
128.9587104,163.69324,45,-129.52827
128.9626167,163.31277,45,-128.92815
128.966523,163.61861,45,-128.7029
128.9704293,163.66345,45,-126.81522
128.9743356,163.71085,45,-130.57008
128.9782419,163.64682,45,-129.87062
128.9821482,163.59808,45,-129.87985
128.9860545,163.68391,45,-128.77129
128.9899608,163.48106,45,-130.924
128.9938671,163.64511,45,-128.83372
128.9977734,163.59816,45,-130.70335
129.0016797,163.61043,45,-128.97237
129.005586,163.79987,45,-128.69005
129.0094923,163.66626,45,-128.88133
129.0133986,163.27289,45,-128.15187
129.0173049,163.32944,45,-127.21561
129.0212112,163.59521,45,-130.17024
129.0251175,163.34288,45,-129.82101
129.0290238,163.4099,45,-128.45493
129.0329301,163.41356,45,-130.77101
129.0368364,163.69832,45,-127.43806
129.0407427,163.5179,45,-128.1458
129.044649,163.37828,45,-129.72673
129.0485553,163.39795,45,-129.08951
129.0524616,163.44698,45,-128.49767
129.0563679,163.28441,45,-128.68698
129.0602742,163.40279,45,-129.47464
129.0641805,163.36192,45,-128.3033
129.0680868,163.83408,45,-128.04008
129.0719931,163.34351,45,-129.04741
129.0758994,163.33659,45,-129.20276
129.0798057,163.51216,45,-128.94765
129.083712,163.42363,45,-126.88226
129.0876183,163.40114,45,-130.90854
129.0915246,163.59911,45,-127.03715
129.0954309,163.74449,45,-130.31198
129.0993372,163.63326,45,-127.25231
129.1032435,163.73967,45,-128.10921
129.1071498,163.77635,45,-129.10597
129.1110561,163.73785,45,-128.63814
129.1149624,163.29063,45,-128.73479
129.1188687,163.53783,45,-128.68301
129.122775,163.53586,45,-129.29654
129.1266813,163.76077,45,-127.85841
129.1305876,163.67955,45,-130.04556
129.1344939,163.46568,45,-130.18111
129.1384002,163.51241,45,-127.95316
129.1423065,163.51041,45,-127.74777
129.1462128,163.43623,45,-129.66147
129.1501191,163.62444,45,-129.10184
129.1540254,163.70772,45,-127.07694
129.1579317,163.29263,45,-127.92768
129.161838,163.36533,45,-128.60371
129.1657443,163.65044,45,-128.37541
129.1696506,163.72447,45,-130.77563
129.1735569,163.43991,45,-127.24911
129.1774632,163.28641,45,-126.95482
129.1813695,163.89626,45,-129.93048
129.1852758,163.44389,45,-129.28642
129.1891822,163.53514,45,-128.72102
129.1930885,163.66008,45,-130.55534
129.1969948,163.71002,45,-126.77036
129.2009011,163.70901,45,-129.38342
129.2048074,163.85716,45,-128.23734
129.2087137,163.46971,45,-127.52224
129.21262,163.21811,45,-130.2766
129.2165263,163.66425,45,-128.37943
129.2204326,163.73093,45,-129.806
129.2243389,163.4509,45,-130.21895
129.2282452,163.33746,45,-128.70908
129.2321515,163.252,45,-129.15613
129.2360578,163.89146,45,-129.06935
129.2399641,163.47513,45,-129.08548
129.2438704,163.65459,45,-129.85178
129.2477767,163.68385,45,-127.21949
129.251683,163.41809,45,-130.48964
129.2555893,163.47357,45,-129.41982
129.2594956,163.5672,45,-128.91093
129.2634019,163.44841,45,-131.60233
129.2673082,163.52831,45,-128.10326
129.2712145,163.30093,45,-128.38135
129.2751208,163.64851,45,-130.11977
129.2790271,163.38945,45,-127.54124
129.2829334,163.14821,45,-129.45082
129.2868397,163.6104,45,-127.79467
129.290746,163.25566,45,-129.23903
129.2946523,163.60146,45,-129.27074
129.2985586,163.33618,45,-130.88737
129.3024649,163.36064,45,-127.63484
129.3063712,163.27075,45,-129.42123
129.3102775,163.52606,45,-128.94746
129.3141838,163.43222,45,-126.67949
129.3180901,163.07111,45,-128.74202
129.3219964,163.23096,45,-128.67079
129.3259027,163.05498,45,-128.13908
129.329809,163.26723,45,-131.42455
129.3337153,162.87219,45,-131.18457
129.3376216,163.04305,45,-130.18944
129.3415279,163.20769,45,-129.61073
129.3454342,163.13713,45,-129.48129
129.3493405,163.20575,45,-130.46199
129.3532468,163.25052,45,-129.48036
129.3571531,163.14032,45,-129.14491
129.3610594,162.92436,45,-128.45984
129.3649657,163.33586,45,-129.46935
129.368872,162.78221,45,-131.47922
129.3727783,162.65775,45,-130.69821
129.3766846,162.93559,45,-130.40004
129.3805909,162.72675,45,-128.35045
129.3844972,163.31534,45,-128.30449
129.3884035,163.14903,45,-129.91644
129.3923098,162.86908,45,-130.07245
129.3962161,162.69044,45,-130.22842
129.4001224,162.62044,45,-132.33853
129.4040287,162.82919,45,-127.26918
129.407935,162.50055,45,-130.95549
129.4118413,162.93188,45,-129.61993
129.4157476,162.93733,45,-131.82799
129.4196539,163.07867,45,-130.60326
129.4235602,162.85216,45,-130.29359
129.4274665,162.44196,45,-130.58028
129.4313728,162.96515,45,-130.16756
129.4352791,162.97746,45,-132.07391
129.4391854,162.61703,45,-130.78996
129.4430917,162.78587,45,-129.79698
129.446998,162.63408,45,-131.72627
129.4509043,162.47853,45,-131.2027
129.4548106,162.91891,45,-129.24664
129.4587169,162.85971,45,-131.83528
129.4626232,162.8568,45,-132.39722
129.4665295,162.46136,45,-133.22688
129.4704358,162.68704,45,-131.01134
129.4743421,162.66551,45,-132.02892
129.4782484,162.3978,45,-131.88374
129.4821547,162.73085,45,-130.21576
129.486061,162.57239,45,-132.62581
129.4899673,162.49178,45,-133.78146
129.4938736,162.72969,45,-130.34189
129.4977799,162.62376,45,-132.46533
129.5016862,162.59862,45,-129.11269
129.5055925,162.58499,45,-132.69217
129.5094988,162.72192,45,-130.83957
129.5134051,162.76395,45,-132.0451
129.5173114,162.35278,45,-132.35403
129.5212177,162.46272,45,-131.50885
129.525124,162.70198,45,-130.23218
129.5290303,162.46829,45,-130.57103
129.5329366,162.43773,45,-133.00156
129.5368429,162.24011,45,-134.23222
129.5407492,162.22617,45,-132.65097
129.5446555,162.51907,45,-133.22421
129.5485618,162.56306,45,-134.64819
129.5524681,162.18671,45,-130.75021
129.5563744,162.41827,45,-132.54105
129.5602807,162.11974,45,-134.39937
129.564187,162.36833,45,-132.43423
129.5680933,162.18529,45,-132.30548
129.5719996,162.31337,45,-132.72308
129.5759059,162.24324,45,-134.08853
129.5798122,162.5528,45,-130.2253
129.5837185,162.31786,45,-132.2964
129.5876248,162.55783,45,-135.26311
129.5915311,162.44939,45,-133.12227
129.5954374,162.4317,45,-132.56552
129.5993437,162.50981,45,-133.2961
129.60325,162.42694,45,-133.24979
129.6071563,162.35059,45,-131.95219
129.6110626,162.19188,45,-133.04462
129.6149689,162.28455,45,-136.30217
129.6188752,162.13211,45,-134.65529
129.6227815,162.19672,45,-134.50957
129.6266878,162.26775,45,-133.67596
129.6305941,162.52255,45,-133.88287
129.6345004,162.22339,45,-135.11118
129.6384068,161.7809,45,-134.65192
129.6423131,162.30391,45,-134.14709
129.6462194,162.09016,45,-131.61932
129.6501257,162.35663,45,-131.33954
129.654032,162.33394,45,-134.59836
129.6579383,162.16489,45,-135.36285
129.6618446,162.23857,45,-133.87753
129.6657509,162.14113,45,-134.32738
129.6696572,162.25613,45,-135.41641
129.6735635,162.16649,45,-137.46684
129.6774698,162.21088,45,-135.10544
129.6813761,162.24121,45,-134.10626
129.6852824,162.39606,45,-134.71371
129.6891887,161.95691,45,-134.35225
129.693095,162.03326,45,-135.08336
129.6970013,162.32498,45,-137.53493
129.7009076,162.25288,45,-132.88562
129.7048139,162.08321,45,-134.01723
129.7087202,162.25931,45,-135.03111
129.7126265,162.0909,45,-135.81624
129.7165328,161.92929,45,-136.2502
129.7204391,162.05594,45,-135.07668
129.7243454,162.09868,45,-134.9395
129.7282517,161.97115,45,-135.48547
129.732158,162.011,45,-133.62831
129.7360643,162.04408,45,-135.15846
129.7399706,162.01076,45,-136.62585
129.7438769,161.99969,45,-135.51422
129.7477832,162.14287,45,-136.22119
129.7516895,162.18147,45,-135.82872
129.7555958,162.0087,45,-136.8945
129.7595021,161.9136,45,-136.92679
129.7634084,162.11803,45,-136.11499
129.7673147,162.27991,45,-137.48553
129.771221,162.30663,45,-137.88855
129.7751273,161.88866,45,-138.16705
129.7790336,161.93033,45,-136.18152
129.7829399,162.12909,45,-136.9673
129.7868462,161.91949,45,-138.37041
129.7907525,162.00342,45,-137.67783
129.7946588,162.07262,45,-137.49498
129.7985651,162.082,45,-137.54147
129.8024714,162.41489,45,-136.47217
129.8063777,162.03699,45,-137.53586
129.810284,161.82942,45,-139.08542
129.8141903,162.32906,45,-138.63084
129.8180966,161.68582,45,-140.24771
129.8220029,162.19603,45,-138.09526
129.8259092,162.07022,45,-138.25125
129.8298155,162.33521,45,-138.9436
129.8337218,162.14879,45,-140.50835
129.8376281,162.0401,45,-140.65791
129.8415344,161.89215,45,-139.54799
129.8454407,161.74672,45,-139.43047
129.849347,162.19258,45,-140.47636
129.8532533,162.05061,45,-139.69046
129.8571596,162.14731,45,-139.90936
129.8610659,162.26361,45,-138.58414
129.8649722,161.9809,45,-139.65921
129.8688785,162.35347,45,-138.53322
129.8727848,162.0311,45,-140.84718
129.8766911,162.10361,45,-138.84547
129.8805974,162.17375,45,-139.58595
129.8845037,162.0757,45,-139.84085
129.88841,162.48682,45,-140.07417
129.8923163,162.2701,45,-141.36595
129.8962226,162.01993,45,-141.98309
129.9001289,162.1302,45,-141.19824
129.9040352,162.18106,45,-141.47501
129.9079415,161.96922,45,-141.53346
129.9118478,162.10059,45,-142.37318
129.9157541,162.0188,45,-142.52533
129.9196604,162.03528,45,-139.34431
129.9235667,162.27469,45,-141.98027
129.927473,161.87732,45,-141.66849
129.9313793,162.24457,45,-141.73505
129.9352856,162.22469,45,-140.98486
129.9391919,162.01553,45,-142.65889
129.9430982,162.20105,45,-143.33948
129.9470045,161.92274,45,-144.41829
129.9509108,161.89687,45,-143.50162
129.9548171,161.81258,45,-142.11038
129.9587234,162.02936,45,-140.7549
129.9626297,162.02164,45,-142.46788
129.966536,161.99171,45,-141.74409
129.9704423,162.15114,45,-144.91237
129.9743486,162.12709,45,-142.15364
129.9782549,162.22565,45,-141.7966
129.9821612,162.14259,45,-140.0051
129.9860675,162.04709,45,-144.10643
129.9899738,161.72676,45,-141.91278
129.9938801,162.34436,45,-141.77287
129.9977864,162.01677,45,-143.51912
130.0016927,162.40408,45,-141.93535
130.005599,162.02336,45,-144.257
130.0095053,162.05562,45,-142.99365
130.0134116,162.451,45,-145.2298
130.0173179,162.35451,45,-144.494
130.0212242,162.51407,45,-145.36475
130.0251305,162.53693,45,-143.42514
130.0290368,162.6787,45,-144.08235
130.0329431,162.28195,45,-143.35519
130.0368494,162.70108,45,-144.7188
130.0407557,162.61371,45,-143.67981
130.044662,162.58127,45,-146.78362
130.0485683,162.70085,45,-145.12602
130.0524746,162.95279,45,-144.41055
130.0563809,162.731,45,-142.8992
130.0602872,162.79613,45,-147.49352
130.0641935,162.76683,45,-144.31587
130.0680998,162.93298,45,-145.19447
130.0720061,163.13486,45,-143.75711
130.0759124,163.16325,45,-145.70007
130.0798187,163.21405,45,-143.70749
130.083725,163.17365,45,-146.10732
130.0876313,162.78653,45,-142.64334
130.0915377,162.94911,45,-143.69902
130.095444,163.21225,45,-145.68547
130.0993503,162.83018,45,-145.4957
130.1032566,162.63403,45,-145.11803
130.1071629,162.71628,45,-145.56088
130.1110692,163.17723,45,-144.39206
130.1149755,163.24739,45,-145.76091
130.1188818,163.33925,45,-142.0092
130.1227881,163.1582,45,-143.48154
130.1266944,163.00449,45,-143.03461
130.1306007,163.2847,45,-146.37534
130.134507,163.07796,45,-142.05934
130.1384133,163.38068,45,-143.53937
130.1423196,163.36455,45,-141.57112
130.1462259,163.09637,45,-140.85078
130.1501322,163.06842,45,-142.69789
130.1540385,163.4865,45,-143.86334
130.1579448,163.09795,45,-140.74455
130.1618511,163.05457,45,-143.32191
130.1657574,163.19954,45,-143.77975
130.1696637,163.75211,45,-140.9473
130.17357,163.41811,45,-141.74828
130.1774763,163.29961,45,-141.3109
130.1813826,163.35948,45,-142.67349
130.1852889,163.37178,45,-142.14847
130.1891952,163.5069,45,-142.48534
130.1931015,163.18936,45,-140.3073
130.1970078,163.34892,45,-143.02298
130.2009141,163.28,45,-139.2729
130.2048204,163.07703,45,-140.42313
130.2087267,163.50233,45,-140.68704
130.212633,163.49203,45,-138.66199
130.2165393,163.46979,45,-141.22705
130.2204456,163.71304,45,-140.47009
130.2243519,163.21284,45,-143.83891
130.2282582,163.04497,45,-139.98209
130.2321645,163.69595,45,-141.12463
130.2360708,163.31612,45,-144.43398
130.2399771,163.45587,45,-139.54559
130.2438834,163.43053,45,-140.44023
130.2477897,163.38467,45,-140.11914
130.251696,163.22243,45,-142.0985
130.2556023,163.18263,45,-141.4144
130.2595086,163.49974,45,-138.97807
130.2634149,163.45198,45,-139.77812
130.2673212,163.44467,45,-142.83156
130.2712275,163.49953,45,-141.649
130.2751338,163.49776,45,-144.4884
130.2790401,163.11192,45,-139.01003
130.2829464,163.35556,45,-141.75061
130.2868527,163.18842,45,-139.05333
130.290759,163.29317,45,-143.91513
130.2946653,163.47951,45,-139.01401
130.2985716,163.3613,45,-140.81873
130.3024779,163.24831,45,-139.66809
130.3063842,163.30774,45,-142.58035
130.3102905,163.26685,45,-141.05605
130.3141968,163.61226,45,-141.8513
130.3181031,163.40257,45,-140.98404
130.3220094,163.77127,45,-141.5701
130.3259157,163.27576,45,-143.79077
130.329822,163.79131,45,-143.46989
130.3337283,163.39743,45,-139.60487
130.3376346,163.45779,45,-142.61665
130.3415409,163.70634,45,-138.9841
130.3454472,163.63359,45,-143.15948
130.3493535,163.58701,45,-141.86691
130.3532598,163.44151,45,-141.61559
130.3571661,163.67697,45,-144.1089
130.3610724,163.6075,45,-142.01675
130.3649787,163.8768,45,-145.27983
130.368885,163.75572,45,-144.51222
130.3727913,164.01157,45,-142.19153
130.3766976,163.4084,45,-142.81133
130.3806039,163.94063,45,-144.6888
130.3845102,163.70485,45,-143.90363
130.3884165,164.05342,45,-144.14651
130.3923228,164.08836,45,-142.31999
130.3962291,163.47676,45,-142.52426
130.4001354,163.49763,45,-144.15857
130.4040417,163.34865,45,-142.86107
130.407948,164.17223,45,-140.82542
130.4118543,163.81235,45,-142.43962
130.4157606,164.11714,45,-141.28488
130.4196669,163.81267,45,-142.19193
130.4235732,163.90938,45,-140.8969
130.4274795,163.96989,45,-141.89674
130.4313858,163.74138,45,-141.5526
130.4352921,163.7739,45,-143.72934
130.4391984,163.93182,45,-143.77016
130.4431047,163.97726,45,-142.40869
130.447011,164.04144,45,-142.41454
130.4509173,164.03238,45,-142.21829
130.4548236,163.62907,45,-143.13661
130.4587299,164.03654,45,-141.29187
130.4626362,163.90424,45,-145.81836
130.4665425,163.57497,45,-142.89819
130.4704488,164.09305,45,-142.87083
130.4743551,164.03876,45,-143.16109
130.4782614,164.06372,45,-142.40959
130.4821677,163.93605,45,-141.34589
130.486074,164.10468,45,-140.81491
130.4899803,163.81999,45,-141.49789
130.4938866,164.16287,45,-141.08574
130.4977929,164.26463,45,-145.35701
130.5016992,163.7292,45,-140.22438
130.5056055,163.77409,45,-142.90599
130.5095118,164.30637,45,-142.00874
130.5134181,163.94952,45,-142.35085
130.5173244,164.25816,45,-144.72949
130.5212307,163.92067,45,-141.22408
130.525137,163.99547,45,-141.12645
130.5290433,164.1001,45,-139.86954
130.5329496,163.89876,45,-142.27704
130.5368559,164.09624,45,-142.85303
130.5407622,164.05534,45,-141.43858
130.5446686,163.95427,45,-141.7291
130.5485749,164.26411,45,-142.31306
130.5524812,163.96873,45,-143.36678
130.5563875,164.13397,45,-142.19586
130.5602938,164.29163,45,-143.79538
130.5642001,163.85846,45,-142.70883
130.5681064,163.98541,45,-142.67093
130.5720127,164.06906,45,-141.99907
130.575919,164.09805,45,-143.4404
130.5798253,164.23752,45,-139.86215
130.5837316,164.34334,45,-141.58293
130.5876379,164.23776,45,-141.4007
130.5915442,164.05695,45,-141.90753
130.5954505,163.97073,45,-141.04527
130.5993568,164.23395,45,-142.2394
130.6032631,164.0258,45,-143.31944
130.6071694,163.76247,45,-141.44579
130.6110757,163.90948,45,-141.86465
130.614982,163.9319,45,-141.73747
130.6188883,163.97015,45,-140.2897
130.6227946,163.93549,45,-140.81192
130.6267009,163.98366,45,-143.85754
130.6306072,164.07962,45,-141.62988
130.6345135,163.86734,45,-139.94096
130.6384198,164.11816,45,-142.65218
130.6423261,164.21115,45,-141.43102
130.6462324,164.12149,45,-142.09004
130.6501387,163.75737,45,-141.51666
130.654045,164.00255,45,-141.6499
130.6579513,164.17561,45,-140.27122
130.6618576,164.03801,45,-143.09897
130.6657639,163.80779,45,-142.90796
130.6696702,164.30544,45,-142.10143
130.6735765,163.99548,45,-143.04855
130.6774828,164.07199,45,-141.07394
130.6813891,164.07494,45,-143.70784
130.6852954,163.89972,45,-140.5771
130.6892017,164.15341,45,-143.38351
130.693108,164.08885,45,-141.77025
130.6970143,164.06624,45,-138.24382
130.7009206,163.96928,45,-142.79927
130.7048269,164.13426,45,-142.7697
130.7087332,163.93463,45,-143.68773
130.7126395,163.72752,45,-141.10728
130.7165458,163.8799,45,-141.37837
130.7204521,163.75111,45,-142.32816
130.7243584,164.19922,45,-140.9292
130.7282647,163.97475,45,-140.52989
130.732171,164.13681,45,-142.82155
130.7360773,163.61317,45,-143.35394
130.7399836,163.71413,45,-139.91612
130.7438899,163.8663,45,-140.76025
130.7477962,163.76642,45,-141.14485
130.7517025,163.72223,45,-141.72485
130.7556088,163.99629,45,-140.31909
130.7595151,163.49916,45,-138.30917
130.7634214,163.58525,45,-141.74947
130.7673277,163.98021,45,-139.91803
130.771234,163.4738,45,-138.27899
130.7751403,163.76727,45,-138.21654
130.7790466,163.4635,45,-140.66768
130.7829529,163.52579,45,-140.1503
130.7868592,163.39636,45,-141.46487
130.7907655,163.24542,45,-140.5667
130.7946718,163.54027,45,-141.32108
130.7985781,163.33437,45,-140.52264
130.8024844,163.37711,45,-140.30222
130.8063907,163.36668,45,-139.7887
130.810297,163.27696,45,-141.62677
130.8142033,163.57549,45,-139.94504
130.8181096,163.59256,45,-140.2122
130.8220159,163.4361,45,-139.71347
130.8259222,163.58804,45,-140.29655
130.8298285,163.29514,45,-139.95131
130.8337348,163.45268,45,-141.90466
130.8376411,163.55325,45,-140.65433
130.8415474,163.34544,45,-141.32224
130.8454537,163.79153,45,-140.96312
130.84936,163.41722,45,-140.51263
130.8532663,163.58813,45,-141.87654
130.8571726,163.57111,45,-139.41391
130.8610789,163.52657,45,-142.29066
130.8649852,163.74089,45,-139.77197
130.8688915,163.44214,45,-137.92206
130.8727978,163.69182,45,-139.70503
130.8767041,163.59576,45,-141.85393
130.8806104,163.52539,45,-142.40573
130.8845167,163.57346,45,-142.09813
130.888423,163.33473,45,-140.7549
130.8923293,163.57323,45,-142.05783
130.8962356,163.58612,45,-140.20992
130.9001419,163.7644,45,-140.81711
130.9040482,163.56883,45,-142.02174
130.9079545,163.63426,45,-143.1028
130.9118608,163.45732,45,-142.98315
130.9157671,163.74449,45,-142.06978
130.9196734,163.56078,45,-141.44212
130.9235797,163.78519,45,-141.37296
130.927486,163.78778,45,-141.87238
130.9313923,163.64877,45,-141.20963
130.9352986,163.67377,45,-142.99493
130.9392049,163.79744,45,-144.06506
130.9431112,163.40488,45,-140.989
130.9470175,163.72485,45,-141.17621
130.9509238,163.63391,45,-142.09109
130.9548301,163.29083,45,-142.9136
130.9587364,163.88388,45,-141.87505
130.9626427,163.67644,45,-143.09543
130.966549,163.69731,45,-140.16194
130.9704553,163.72626,45,-140.65793
130.9743616,163.91565,45,-142.93929
130.9782679,163.51936,45,-140.72592
130.9821742,163.55989,45,-142.21306
130.9860805,163.74823,45,-141.72588
130.9899868,163.75722,45,-139.84897
130.9938931,163.88794,45,-142.70955
130.9977995,163.64668,45,-144.52351
131.0017058,163.35229,45,-140.64342
131.0056121,163.93898,45,-143.64119
131.0095184,163.52338,45,-145.10931
131.0134247,163.51753,45,-144.05402
131.017331,163.5761,45,-142.43697
131.0212373,163.5013,45,-145.21016
131.0251436,163.77727,45,-142.37436
131.0290499,163.55925,45,-145.88954
131.0329562,163.95418,45,-141.85153
131.0368625,164.0799,45,-145.18332
131.0407688,163.88651,45,-145.9498
131.0446751,163.6347,45,-143.92099
131.0485814,163.67029,45,-141.69821
131.0524877,163.77176,45,-144.71359
131.056394,163.79903,45,-145.0569
131.0603003,163.48938,45,-143.56833
131.0642066,163.67238,45,-144.74911
131.0681129,163.56616,45,-144.09087
131.0720192,163.85625,45,-145.82408
131.0759255,163.72594,45,-141.03087
131.0798318,163.6209,45,-144.35738
131.0837381,163.55196,45,-143.29996
131.0876444,164.04607,45,-143.54712
131.0915507,163.52451,45,-143.60193
131.095457,163.99228,45,-145.91351
131.0993633,163.5134,45,-143.26765
131.1032696,163.57143,45,-146.13541
131.1071759,163.55516,45,-146.68275
131.1110822,163.91559,45,-142.91803
131.1149885,163.40108,45,-142.00757
131.1188948,163.64629,45,-144.35144
131.1228011,163.25362,45,-143.36641
131.1267074,163.88539,45,-144.53778
131.1306137,163.49704,45,-146.21001
131.13452,163.92955,45,-144.83495
131.1384263,164.10284,45,-142.72231
131.1423326,163.56673,45,-144.47263
131.1462389,163.87621,45,-144.41946
131.1501452,163.78987,45,-146.93945
131.1540515,164.04324,45,-142.29332
131.1579578,164.14223,45,-142.27443
131.1618641,164.1505,45,-147.1993
131.1657704,163.82555,45,-144.20459
131.1696767,163.62987,45,-144.50159
131.173583,163.73987,45,-144.79749
131.1774893,163.64619,45,-143.134
131.1813956,163.64867,45,-144.3616
131.1853019,163.73984,45,-146.1575
131.1892082,163.79025,45,-142.7886
131.1931145,164.05142,45,-144.73148
131.1970208,163.61108,45,-142.42915
131.2009271,163.9762,45,-144.65944
131.2048334,163.88055,45,-145.34241
131.2087397,163.83636,45,-144.38188
131.212646,163.49023,45,-143.95828
131.2165523,163.99059,45,-145.51627
131.2204586,163.74329,45,-143.54414
131.2243649,163.75397,45,-143.8513
131.2282712,163.67636,45,-145.09128
131.2321775,163.53192,45,-143.30965
131.2360838,164.1637,45,-146.0943
131.2399901,163.77184,45,-144.98299
131.2438964,163.86787,45,-144.65659
131.2478027,163.52985,45,-145.1333
131.251709,163.86063,45,-146.65622
131.2556153,163.81126,45,-144.37907
131.2595216,163.91728,45,-145.92558
131.2634279,163.89731,45,-145.57596
131.2673342,163.94856,45,-146.43532
131.2712405,163.8936,45,-146.51344
131.2751468,163.54514,45,-145.29494
131.2790531,163.96649,45,-145.59735
131.2829594,163.91975,45,-142.95084
131.2868657,163.58423,45,-146.33566
131.290772,163.73129,45,-144.66058
131.2946783,163.75484,45,-146.64862
131.2985846,163.36913,45,-143.89227
131.3024909,163.73497,45,-146.15791
131.3063972,164.05717,45,-144.34102
131.3103035,163.5018,45,-143.61586
131.3142098,164.3698,45,-147.78824
131.3181161,163.67558,45,-146.52777
131.3220224,163.43965,45,-141.14961
131.3259287,163.84364,45,-142.55119
131.329835,163.53961,45,-146.82512
